Id,Type,Price,Square,Building,Address,Latitude,Longitude,Link
163,супермаркет,22000.0,12.0,жилой дом,"Санкт-Петербург, 8 линия , 25",59.9071128,29.7142794,https://www.avito.ru/sankt-peterburg/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_12_m_2743049953
166,супермаркет,70000.0,50.0,жилой дом,"Санкт-Петербург, наб. реки Смоленки, 3к2",59.9501105,30.2625639,https://www.avito.ru/sankt-peterburg/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_50_m_3082532894
168,супермаркет,35000.0,20.0,жилой дом,"Санкт-Петербург, Железноводская ул., 32",59.9519506,30.24970688268643,https://www.avito.ru/sankt-peterburg/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_20_m_2949035505
169,супермаркет,145000.0,65.0,жилой дом,"Санкт-Петербург, Наличная ул., 49",59.9495346,30.2331687,https://www.avito.ru/sankt-peterburg/kommercheskaya_nedvizhimost/65m_aktivnoe_u_m.primorskaya_3042068609
170,супермаркет,10000.0,10.0,жилой дом,"Санкт-Петербург, ул. Кораблестроителей, 12к2",59.93697745,30.218121389651618,https://www.avito.ru/sankt-peterburg/kommercheskaya_nedvizhimost/ofis_10_m_2444111603
171,супермаркет,196350.0,5.0,жилой дом,"Санкт-Петербург, ул. Челюскина, 6",59.9416713,30.190683999954462,https://www.avito.ru/sankt-peterburg/kommercheskaya_nedvizhimost/uglovoe_fasadnoe_935m2_2708879334
173,супермаркет,110000.0,85.0,жилой дом,"Санкт-Петербург, 9 линия , 32",59.906315,29.7141766,https://www.avito.ru/sankt-peterburg/kommercheskaya_nedvizhimost/ofis_85_m_2798881231
176,супермаркет,370000.0,171.5,жилой дом,"Санкт-Петербург, 9 линия , 20",59.906315,29.7141766,https://www.avito.ru/sankt-peterburg/kommercheskaya_nedvizhimost/sdam_ofisnoe_pomeschenie_171.5_m_2866186949
177,супермаркет,150000.0,101.5,жилой дом,"Санкт-Петербург, ул. Челюскина, 6",59.9416713,30.190683999954462,https://www.avito.ru/sankt-peterburg/kommercheskaya_nedvizhimost/torgovaya_ploschad_101.5_m_2827922844
178,супермаркет,174825.0,175.0,жилой дом,"Санкт-Петербург, Морская наб., 35к1",59.9594291,30.2197768,https://www.avito.ru/sankt-peterburg/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_175_m_2170349946
180,супермаркет,6000.0,3.0,жилой дом,"Санкт-Петербург, ул. Одоевского, 33",59.9485488,30.233105915824066,https://www.avito.ru/sankt-peterburg/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_3_m_2844054526
183,супермаркет,60000.0,25.0,жилой дом,"Санкт-Петербург, 26 линия , 7",59.8232153,30.2505007,https://www.avito.ru/sankt-peterburg/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_25_m_3050058341
184,супермаркет,33600.0,28.0,жилой дом,"Санкт-Петербург, ул. Одоевского, 27",59.9479322,30.23673,https://www.avito.ru/sankt-peterburg/kommercheskaya_nedvizhimost/arenda_28_m._na_2_et_tts_metro_primorskaya_2977098184
188,супермаркет,65000.0,13.0,жилой дом,"Санкт-Петербург, ул. Одоевского, 27",59.9479322,30.23673,https://www.avito.ru/sankt-peterburg/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_13_m_2163452350
189,супермаркет,138000.0,69.0,жилой дом,"Санкт-Петербург, ул. Челюскина, 6",59.9416713,30.190683999954462,https://www.avito.ru/sankt-peterburg/kommercheskaya_nedvizhimost/sdam_torgovoe_pomeschenie_69_m_2513271011
190,супермаркет,315000.0,231.0,жилой дом,"Санкт-Петербург, ул. Кораблестроителей, 30",59.9517811,30.2164526,https://www.avito.ru/sankt-peterburg/kommercheskaya_nedvizhimost/sdam_pomeschenie_svobodnogo_naznacheniya_231_m_2265683314
191,супермаркет,15000.0,7.5,жилой дом,"Санкт-Петербург, Наличная улица, 42",59.951283700000005,30.232142959441628,https://www.avito.ru/sankt-peterburg/kommercheskaya_nedvizhimost/torgovaya_ploschad_7.5_m_2489544446
193,супермаркет,150000.0,64.7,жилой дом,"Санкт-Петербург, Наличная ул., 49",59.9495346,30.2331687,https://www.avito.ru/sankt-peterburg/kommercheskaya_nedvizhimost/torgovaya_ploschad_u_metro_primorskaya_64.7_m_2879088548
195,супермаркет,155000.0,95.0,жилой дом,"Санкт-Петербург, ул. Челюскина, 8",59.9420677,30.18654238394605,https://www.avito.ru/sankt-peterburg/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_95_m_2919404281
196,супермаркет,179000.0,138.0,жилой дом,"Санкт-Петербург, Морская наб., 9",59.9374426,30.21576197791937,https://www.avito.ru/sankt-peterburg/kommercheskaya_nedvizhimost/138m_prohodnoe_v_gustonaselennom_rayone_2658104932
197,супермаркет,351000.0,159.3,жилой дом,"Санкт-Петербург, ул. Челюскина, 4",59.9409524,30.193543,https://www.avito.ru/sankt-peterburg/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_159.3_m_2505389028
199,супермаркет,179000.0,138.0,жилой дом,"Санкт-Петербург, Морская наб., 9",59.9374426,30.21576197791937,https://www.avito.ru/sankt-peterburg/kommercheskaya_nedvizhimost/138m_prohodnoe_v_gustonaselennom_rayone_2658104932
204,супермаркет,69800.0,46.1,жилой дом,"Санкт-Петербург, Железноводская ул., 68",59.9491966,30.2344488,https://www.avito.ru/sankt-peterburg/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_46.1_m_2170773125
205,супермаркет,57600.0,64.0,жилой дом,"Санкт-Петербург, ул. Одоевского, 27",59.9479322,30.23673,https://www.avito.ru/sankt-peterburg/kommercheskaya_nedvizhimost/arenda_pomescheniya_64_metra_na_3_etazhe_tts_2977056758
207,супермаркет,60000.0,50.0,жилой дом,"Санкт-Петербург, Железноводская ул., 32",59.9519506,30.24970688268643,https://www.avito.ru/sankt-peterburg/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_50_m_2948997515
208,супермаркет,450000.0,355.0,жилой дом,"Санкт-Петербург, 15 линия , 84",59.946333,30.25993482747336,https://www.avito.ru/sankt-peterburg/kommercheskaya_nedvizhimost/sdam_pomeschenie_svobodnogo_naznacheniya_355_m_2872928660
210,супермаркет,157500.0,175.0,жилой дом,"Санкт-Петербург, ул. Одоевского, 27",59.9479322,30.23673,https://www.avito.ru/sankt-peterburg/kommercheskaya_nedvizhimost/arenda_torgovogo_pomescheniya_175_m2_v_tts_2_etazh_2977395254
211,супермаркет,330000.0,111.0,жилой дом,"Санкт-Петербург, наб. Макарова, 28",59.9484254,30.2810005,https://www.avito.ru/sankt-peterburg/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_111_m_1344114379
213,супермаркет,181200.0,151.0,жилой дом,"Санкт-Петербург, Железноводская ул., 68к2",59.9489665,30.2347027,https://www.avito.ru/sankt-peterburg/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_151_m_2490553272
214,супермаркет,2000.0,45.0,жилой дом,"Санкт-Петербург, 26 линия , 15Б",59.8232153,30.2505007,https://www.avito.ru/sankt-peterburg/kommercheskaya_nedvizhimost/arenda_zala_dlya_treningovseminarov_45_m_3169994324
215,супермаркет,180000.0,90.2,жилой дом,"Санкт-Петербург, Карташихина ул., 10",59.9323288,30.2412965,https://www.avito.ru/sankt-peterburg/kommercheskaya_nedvizhimost/arenda_pomescheniya_v_rayone_m._primorskaya_90.2_m_2788502093
218,супермаркет,148500.0,59.4,жилой дом,"Санкт-Петербург, ул. Челюскина, 4",59.9409524,30.193543,https://www.avito.ru/sankt-peterburg/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_59.4_m_2632928118
220,супермаркет,205300.0,205.3,жилой дом,"Санкт-Петербург, проспект КИМа, 28Б",59.9495565,30.2483327,https://www.avito.ru/sankt-peterburg/kommercheskaya_nedvizhimost/arenda_ofisnogo_pomescheniya_205.3_m_2948346081
222,супермаркет,374000.0,288.0,жилой дом,"Санкт-Петербург, Морская наб., 9",59.9374426,30.21576197791937,https://www.avito.ru/sankt-peterburg/kommercheskaya_nedvizhimost/288m_aktivnoe_u_m.primorskaya_3041966645
224,супермаркет,86800.0,248.0,жилой дом,"Санкт-Петербург, Морская наб., 35",59.9594291,30.2197768,https://www.avito.ru/sankt-peterburg/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_248_m_2617964506
226,магазин,1667000.0,1450.0,отдельное здание,"Санкт-Петербург, Морская наб., 9",59.9374426,30.21576197791937,https://www.avito.ru/sankt-peterburg/kommercheskaya_nedvizhimost/1450m_aktivnoe_torgovoe_mesto_2370400669
227,супермаркет,660000.0,440.0,жилой дом,"Санкт-Петербург, Морская наб., 9",59.9374426,30.21576197791937,https://www.avito.ru/sankt-peterburg/kommercheskaya_nedvizhimost/440m_prohodnoe_v_gustonaselennom_rayone_2690407109
228,супермаркет,360000.0,400.0,жилой дом,"Санкт-Петербург, проспект КИМа, 28",59.9540153,30.2429149,https://www.avito.ru/sankt-peterburg/kommercheskaya_nedvizhimost/400m_prohodnoe_v_razvitom_r-ne_m.primorskaya_2594408247
